baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
ENSMUSG00000081715.1	6.15721009649203	-1.3501044856065	1.03265593439188	0.0439982357206388	0.0686915209658724	Rps11-ps3
ENSMUSG00000084545.1	1.88000568417434	1.50603800648867	1.6950069407897	0.0439977023025079	0.0686915209658724	n-R5s80
ENSMUSG00000020821.17	5559.14827129582	-0.658513170133959	0.349698625621954	0.0440444034995643	0.0687595375285318	Kif1c
ENSMUSG00000032109.15	509.83455964744	-0.599441181871185	0.314358372445903	0.0440471557547338	0.0687597722919458	Nlrx1
ENSMUSG00000102419.1	5.73279206373674	-1.43756858221557	1.21476811329482	0.0440631478154366	0.0687806737931804	RP23-180C14.1
ENSMUSG00000052234.2	7.38259147592309	-1.28849904374951	0.90735009079876	0.0440695945884447	0.0687866739229123	Epx
ENSMUSG00000020923.17	12654.0933443529	0.393638237532117	0.199339399246087	0.0440920123920702	0.0688176004893243	Ubtf
ENSMUSG00000003849.8	939.618208726603	-1.06942283903053	0.668513545161761	0.0441001692911857	0.0688262666897871	Nqo1
ENSMUSG00000049858.8	1780.25224752011	-0.66533310753858	0.354376877047984	0.044141200861192	0.0688862356890705	Suox
ENSMUSG00000107035.1	140.118993757961	-0.444168985391969	0.227079451015692	0.0441466132488159	0.0688906140139627	Ybx1-ps2
ENSMUSG00000051705.13	1340.82122432646	0.463272041507147	0.236732151891979	0.0441854986551986	0.0689439983906474	Senp8
ENSMUSG00000065413.2	14.7717659890239	-1.30622948131323	0.961129977777703	0.0441860408197069	0.0689439983906474	Mir367
ENSMUSG00000019647.16	6189.43028951795	0.702799860850058	0.375790645024584	0.0442873601761891	0.0690980084647626	Sema6a
ENSMUSG00000068397.4	16.3739984261216	-0.913502051501821	0.526965389170675	0.0443265397496638	0.0691468901460578	RP23-61D6.8
ENSMUSG00000102940.1	2.60484840804704	1.61853856606675	1.46536345838473	0.0443241644394464	0.0691468901460578	RP23-267J24.2
ENSMUSG00000109448.1	11.1606048996732	0.93249507812156	0.53790009862201	0.0443227347400647	0.0691468901460578	RP24-137M22.3
ENSMUSG00000039515.11	11028.9729071898	0.298374830944786	0.150253491838695	0.044336678146856	0.0691586231487997	Ppp2r4
ENSMUSG00000029446.14	2067.22266961114	-0.417123207808137	0.212953786955429	0.0443433081454582	0.0691648825095923	Psph
ENSMUSG00000083320.1	1.51750308459217	-1.23906648857418	1.93459771884322	0.044369082621076	0.0692010001432469	RP23-300M9.5
ENSMUSG00000048960.13	297.91577523284	0.79928273112323	0.440767086671078	0.0445143642345608	0.0694234938699757	Prex2
ENSMUSG00000108599.1	7.94449941279899	1.18582510067039	0.780345314717501	0.0445405260779344	0.0694601960735025	RP24-186G5.4
ENSMUSG00000022992.17	8082.67520932633	0.393613598445456	0.199205852527159	0.0445898011157541	0.0695288337317698	Kansl2
ENSMUSG00000092593.1	6.07597303488496	1.17433609660326	0.757658344305927	0.0445872111049689	0.0695288337317698	RP24-341K21.5
ENSMUSG00000103924.1	4.07497024866186	1.35015675161719	0.994942016713366	0.0445981803212668	0.0695377964098247	RP23-184I13.4
ENSMUSG00000047379.6	2707.90732034675	0.419376624315432	0.213505776249078	0.0446182891124888	0.0695650458038786	B4gat1
ENSMUSG00000044724.8	4.12278987428003	1.49456404484152	1.33942611379143	0.0446700873153608	0.0696416965065801	Gpr152
ENSMUSG00000083879.4	53.9636012960724	-0.546788189013777	0.284640615372705	0.0446892279997293	0.069667427344788	RP23-418D21.1
ENSMUSG00000022868.6	21.9931645746344	-1.00021666668281	0.597083654799415	0.0447151735808041	0.0697010001895543	Ahsg
ENSMUSG00000029368.10	1.98799728168482	1.46462974444467	1.7447226077901	0.0447201982373674	0.0697010001895543	Alb
ENSMUSG00000084341.1	1.98799728168482	1.46462974444467	1.7447226077901	0.0447201982373674	0.0697010001895543	RP23-181M13.3
ENSMUSG00000107263.1	3.88954857909231	-1.50813378448196	1.3168398851399	0.0447213137781088	0.0697010001895543	RP23-265I19.2
ENSMUSG00000009093.7	4.37272290173215	-1.32776530146832	0.932835353114688	0.0447354105264404	0.0697188591131827	Gstt4
ENSMUSG00000101013.1	371.94410429213	-0.409463098348186	0.208910995948503	0.0447670600053041	0.0697616968082247	RP24-300D7.1
ENSMUSG00000101168.1	2.71668300837457	1.57607658436341	1.46861169466479	0.0447681770980695	0.0697616968082247	RP24-88L2.2
ENSMUSG00000020523.14	7087.07679226051	0.263181393410026	0.129735520933149	0.0447878808079193	0.06978828573767	Fam114a2
ENSMUSG00000099289.1	4.00462416191077	-1.42603957687129	1.08275172577428	0.0447934587103825	0.0697928620564399	Mir6403
ENSMUSG00000023072.14	2416.95523862267	-0.388581808423023	0.19774236230959	0.0448120021959033	0.0698176383699527	Cep89
ENSMUSG00000084178.1	2.72114485215092	-1.59517972241333	1.29937423697175	0.0448582298014107	0.0698847670718357	RP23-240N3.1
ENSMUSG00000095562.7	106.823576309751	-0.846906571158386	0.478586474798136	0.0448603772129497	0.0698847670718357	Gm21887
ENSMUSG00000079286.1	4.57776247125748	-1.37435451325195	1.00949692134663	0.0448872491895542	0.069922507181394	Gm11084
ENSMUSG00000098716.1	4.7460584237427	1.39484590877356	1.13284024347346	0.0448917199710446	0.0699253497391722	Gm28033
ENSMUSG00000067702.5	300.908824765932	-1.10800884166935	0.711860131269385	0.0449110059374153	0.0699512673960084	Tuba3a
ENSMUSG00000020660.6	87.0572802158326	-0.612459084687507	0.323672074319032	0.0449397322221885	0.0699918849266722	Pomc
ENSMUSG00000113903.1	2.97542394585385	1.4740142928034	1.18030409955521	0.0449688657138038	0.0700331318415164	RP24-441F13.14
ENSMUSG00000090747.2	2.22122112648724	-1.38003450084934	1.57576573912989	0.0450043483119759	0.0700842612162985	Esp8
ENSMUSG00000106061.1	5.98492680037406	-1.22574359704827	0.814742722782693	0.0450130411774975	0.0700936679746465	RP23-298M23.11
ENSMUSG00000075605.3	1.76191680505682	-1.09264194402306	1.78815709808166	0.0450212953916685	0.0701023906030889	Slurp2
ENSMUSG00000087052.1	5.14750366483629	-1.39897555426819	1.1028456899869	0.0450343528953683	0.0701185909365403	RP23-366K1.2
ENSMUSG00000026436.15	1481.3301855527	0.329191697828803	0.16638869486944	0.045065720475698	0.070163296512977	Elk4
ENSMUSG00000034936.2	434.462708625876	0.767273816160159	0.420399960321079	0.0451062651565959	0.0702222839053525	Arl4d
ENSMUSG00000109089.1	2.40920292543758	-1.41903652119081	1.73578317498962	0.0451194908520695	0.0702387361420618	RP23-366O14.6
ENSMUSG00000034800.15	1051.97769811644	0.415262221370179	0.21196924351991	0.0451590521708297	0.0702961814053435	Zfp661
ENSMUSG00000013353.10	1.47574987827089	-1.24350382376659	1.92931982995424	0.0451815696678582	0.0703229484429288	RP23-74K24.1
ENSMUSG00000089657.1	1.47574987827089	-1.24350382376659	1.92931982995424	0.0451815696678582	0.0703229484429288	RP23-158A6.2
ENSMUSG00000055323.5	41.1336622076286	0.65431682347302	0.347992124159984	0.0452195037755041	0.0703778460703915	RP23-421P23.7
ENSMUSG00000104155.1	10.6728426615211	-1.17888693443117	0.777987843370776	0.0452592191344666	0.0704355093378805	RP23-136M3.5
ENSMUSG00000028807.2	1969.20064140442	-0.623968869489311	0.331636771901905	0.0452641082309822	0.0704389699811663	Zbtb8a
ENSMUSG00000001016.12	22144.0051685809	0.341763530343162	0.173071117772787	0.0452731146068262	0.0704488370555612	Ilf2
ENSMUSG00000020085.15	635.137387970749	-0.620072522223416	0.329144431995026	0.0453087724280777	0.0705001724538866	Aifm2
ENSMUSG00000035547.14	1738.58898575327	-0.521102203736172	0.271197286178993	0.0453639336107687	0.0705818471316918	Capn5
ENSMUSG00000020493.8	2569.13160478062	-0.459314421173045	0.236691276069833	0.0453800175832173	0.0706027154522361	Prr11
ENSMUSG00000018858.15	2963.30242483669	0.352334214305936	0.17881839077996	0.0454212595432966	0.070662720077159	Ict1
ENSMUSG00000026110.15	1463.44167422523	0.415566504621359	0.212394875283258	0.0454293311713117	0.0706711169569258	Mgat4a
ENSMUSG00000034171.13	619.029310004736	0.548836686844011	0.28623433398937	0.0454983904551768	0.0707743813384518	Faah
ENSMUSG00000107388.1	3.27402376036168	-1.54018009841695	1.44826692521758	0.0455014709539125	0.0707750072336106	RP23-408A1.4
ENSMUSG00000094683.2	46.7835712635481	0.55690289921279	0.291408559490488	0.0456051488081594	0.0709320974370683	RP24-173I5.2
ENSMUSG00000052698.15	3570.0759004274	0.723651322907743	0.394940972766905	0.0456496488095327	0.0709971321262665	Tln2
ENSMUSG00000099825.1	34.561271578003	-0.83682721999734	0.470885812598193	0.0456753296221213	0.0710328921275702	RP23-413D14.1
ENSMUSG00000025243.15	3.79028526840965	1.43988618446726	1.18528307150234	0.0456837817924124	0.0710407400007649	Slc6a20b
ENSMUSG00000114743.1	4.5125420201487	-1.3918648978015	1.11393683463378	0.0456857523106293	0.0710407400007649	RP23-123E17.4
ENSMUSG00000037573.5	2758.71177227636	0.347379835912181	0.17642893832947	0.0457240234577534	0.0710960677758325	Tob1
ENSMUSG00000075463.3	21.6284579077905	0.780952949894371	0.43061595605301	0.0457430842929243	0.0711215207747903	RP23-205I1.2
ENSMUSG00000002265.16	34785.1905448668	0.561592185798376	0.29202931643749	0.0457823645695733	0.0711784061936766	Peg3
ENSMUSG00000033053.3	4.15590582891152	-1.4774784169843	1.36093776239872	0.0458234874268618	0.0712381494340654	1700028P14Rik
ENSMUSG00000071654.5	1277.36449817508	0.347339251489554	0.176556362819971	0.0458313252307352	0.0712461430513318	Uqcc3
ENSMUSG00000115275.1	10.6231120888457	-1.02825406608693	0.625944132815064	0.0458461819614431	0.0712650462146378	RP23-359O5.5
ENSMUSG00000038604.9	4939.18062842094	0.569486014331359	0.299787372637076	0.0458797138489641	0.0713129748198197	Fam65a
ENSMUSG00000087047.8	3.90073925269744	-1.50010108695249	1.34192702852127	0.0459696200688658	0.0714485178827217	RP24-401C17.4
ENSMUSG00000019803.11	1.99166615212628	1.4348203158022	1.73677934963544	0.0460054773195265	0.0715000440557003	Nr2e1
ENSMUSG00000105536.1	2.2291921704328	-1.43450373787345	1.65143212999344	0.0460546200069734	0.071572210698282	RP24-383C4.1
ENSMUSG00000066058.11	12.169389248172	-1.17090855727911	0.780517436102512	0.0460956488938335	0.0716317601621391	Cldn19
ENSMUSG00000055676.4	57.5046766079558	0.67486583339726	0.362631234389742	0.0461321727024284	0.0716843022289101	RP24-74O18.1
ENSMUSG00000082061.1	5.02569875327996	-1.29063540999263	0.907890980903638	0.0461350277307899	0.0716845236266219	RP23-321M16.1
ENSMUSG00000025366.8	4522.76786741995	-0.515374925396937	0.269035502150932	0.0461397148343082	0.0716875915060416	Esyt1
ENSMUSG00000063001.10	17.9754994858351	-0.776113823989674	0.429448676079684	0.046154559134457	0.071702224104773	RP23-291P19.1
ENSMUSG00000113077.1	21.9341195926555	-0.949998594811852	0.560075923828713	0.0461539811201891	0.071702224104773	RP24-316P8.7
ENSMUSG00000081111.3	121.182786056647	-0.421147365878634	0.216635228769461	0.0461606538897803	0.0717074770952988	AC146815.1
ENSMUSG00000115993.1	2.4148745372005	-1.39403474362383	1.71136773220549	0.0461862874159948	0.0717430798532002	RP23-137M18.1
ENSMUSG00000027775.9	5556.04634588361	-0.287078278013343	0.145771505003309	0.0462507117887173	0.0718347082245331	Mfsd1
ENSMUSG00000097961.1	2.54694260919247	1.5613738558655	1.40411318499149	0.0462506318087268	0.0718347082245331	RP23-286G19.5
ENSMUSG00000020635.8	624.655119240471	-0.453961595792531	0.234740529039038	0.0462580778876358	0.0718419266770423	Fkbp1b
ENSMUSG00000100255.1	3.31371255145654	1.38782007085012	1.04264437740559	0.0463329093562409	0.0719539164104941	RP23-263L18.2
ENSMUSG00000086587.7	84.9459441318212	-0.868767352961987	0.499196479217933	0.0464097737062022	0.0720690498139502	RP23-379L17.3
ENSMUSG00000027007.16	1963.22183098854	-0.361355622965571	0.184810395947658	0.0464215838993437	0.0720831539871881	Ssfa2
ENSMUSG00000107197.1	3.96940126103416	-1.36925962934732	1.02544908535912	0.0464250115182897	0.0720842408574526	RP23-262J12.3
ENSMUSG00000067161.6	66.589917441381	-0.657621114494132	0.353928184134573	0.046431533720276	0.0720901322851615	RP23-28F1.1
ENSMUSG00000027534.16	1900.84054539241	0.458405541688429	0.237484046878909	0.0465087990612143	0.0721973703471987	Snx16
ENSMUSG00000037369.17	5304.34754729445	0.183297993385589	0.0923985505744364	0.0465071151745281	0.0721973703471987	Kdm6a
ENSMUSG00000115595.1	5.01046635822362	-1.29302395439822	0.912940710146798	0.046504623739753	0.0721973703471987	RP23-38F20.4
ENSMUSG00000000088.7	15047.1509942413	-0.564699043623422	0.291844958283494	0.0465473210792762	0.0722529253545981	Cox5a
ENSMUSG00000084411.2	12.4105947000205	-1.06654146120285	0.674868754038387	0.0465598363832073	0.0722681073710219	RP23-255E6.2
ENSMUSG00000050808.13	3.18504122116314	-1.52991204917174	1.42674669467077	0.0465681867777528	0.0722768233967036	Muc15
ENSMUSG00000021902.7	872.592824038341	-0.334657689625582	0.170882048750853	0.0466375698240548	0.0723802594397637	Phf7
ENSMUSG00000103697.1	111.891351496498	0.640657540130857	0.342402894324784	0.0466662242117569	0.0724204772590346	RP23-423B1.6
ENSMUSG00000102740.1	4.54941628447387	-1.35424261446621	1.00524093809883	0.0467901552556333	0.0726085398086096	RP23-310C14.2
ENSMUSG00000058755.3	32.8276730761843	-1.2955717343072	1.00918224407406	0.0468109525898678	0.0726365477125498	Osm
ENSMUSG00000072387.3	6.36590371535794	1.22058571983277	0.834924609028565	0.0468147057260716	0.0726381064010624	RP23-376O10.2
ENSMUSG00000105328.1	11.9242310186586	-1.01594195836067	0.616107105642166	0.0468264364330882	0.0726520422484133	RP24-309H3.6
ENSMUSG00000036769.14	1270.49151677076	0.285891209063945	0.145235935189021	0.0468346471691403	0.0726605154830851	Wdr44
ENSMUSG00000083678.3	81.402928521359	-0.475729388011755	0.247499584874978	0.0468510131873463	0.0726816393015556	RP23-110F21.3
ENSMUSG00000090576.2	5.07762792655316	-1.31707077347257	0.951568192667298	0.0469152482653689	0.072777017252225	RP23-131B11.2
ENSMUSG00000103114.1	4.5334524696821	-1.46099446133141	1.4995533772098	0.0469457064692142	0.0728199908940497	RP23-103B18.8
ENSMUSG00000057157.3	18.657846102302	-0.893147338181473	0.517288111671406	0.0469556328263582	0.0728290867441915	RP24-544J6.2
ENSMUSG00000087601.3	3.85752322651131	1.33356894675766	0.981104828292528	0.0469570821142876	0.0728290867441915	Uchl1os
ENSMUSG00000116338.1	10.1231832736519	-1.06200231293217	0.66133568626597	0.0469787242109099	0.0728583770376593	RP23-25N17.5
ENSMUSG00000091418.2	131.010791528106	-0.848784961772251	0.486221150133103	0.0469998049256074	0.0728867933084342	RP24-218O5.2
ENSMUSG00000115007.1	91.175780648876	-0.47137411563672	0.245106762736471	0.0470087276684515	0.0728963528983785	RP24-260F19.4
ENSMUSG00000034312.14	5042.64122766514	0.389912092700207	0.199926785139524	0.0470282566965068	0.0729223575496441	Iqsec1
ENSMUSG00000106415.1	7.52554236685893	1.0594956233737	0.657235871067096	0.0470377806399813	0.0729328461026041	RP24-565B3.4
ENSMUSG00000028071.12	2.36334303081914	-1.30110883808307	1.59516772171004	0.047047023403362	0.0729386182964125	Sh2d2a
ENSMUSG00000062554.7	28.1470385093495	-0.639420699326381	0.342859791775346	0.0470463595048056	0.0729386182964125	RP23-418K7.1
ENSMUSG00000059439.15	2219.64492656455	0.375150886856638	0.19235689229753	0.0470554489179702	0.0729474012175279	Bcas3
ENSMUSG00000036968.15	2715.79313884145	-0.399292038067844	0.2059056991726	0.0471262123032043	0.0730528163149214	Cnpy4
ENSMUSG00000093085.1	4.76119307619556	1.37072701256287	1.13350815608201	0.0471321006785348	0.0730576587853621	Gm24325
ENSMUSG00000037455.16	393.329887402931	0.698446095696263	0.379907320790045	0.0471478587198377	0.0730774181815037	Slc18b1
ENSMUSG00000078192.5	13.418347096343	-0.986404655383048	0.592676606120545	0.0471503786813797	0.0730774181815037	AC012382.1
ENSMUSG00000018102.5	678.395924668965	-0.319237931366957	0.163433667425118	0.047313234415243	0.0733212247634802	Hist1h2bc
ENSMUSG00000056329.3	2.81774782407584	0.630592093960242	1.30162889708706	0.04731161007906	0.0733212247634802	RP23-34E4.5
ENSMUSG00000023873.12	53.1599243028706	0.620125704124304	0.331424747188541	0.0473371613317026	0.0733540027273898	RP23-67C3.2
ENSMUSG00000101587.2	8.54946689227631	-1.1844948327934	0.79459685667275	0.0473518295844316	0.0733724303974068	RP23-7E4.5
ENSMUSG00000088148.1	3.51172274765012	1.4066406027953	1.11522969666403	0.0473587455927847	0.0733788443820662	Mir1983
ENSMUSG00000006546.3	2.42794440035762	1.54662271785934	1.35053029924091	0.0473706059674807	0.073392918092432	Cryba2
ENSMUSG00000024292.14	3.73027116158193	-1.47848660138816	1.29368689177061	0.0474616563255971	0.0735296747400958	Cyp4f14
ENSMUSG00000111825.1	4.90963327969038	-1.38915812378217	1.10235054557483	0.0474734156222303	0.0735435813733912	RP23-20I24.2
ENSMUSG00000026358.13	2.09478755447152	-1.44240217388268	1.61526779472452	0.0474930353783987	0.0735696627165851	Rgs1
ENSMUSG00000106227.1	1.60273713014992	-1.12120256421166	1.80101350242925	0.0475009474463615	0.0735732937618682	RP23-267O21.5
ENSMUSG00000110469.1	144.751923855851	-0.422755409444888	0.219019404070673	0.047498700366308	0.0735732937618682	RP23-288O12.2
ENSMUSG00000054493.2	20.8423322197595	-1.06246988475812	0.676469883953316	0.0477266968077182	0.0739186202038076	RP24-356G6.1
ENSMUSG00000040048.14	4328.66461564617	0.326107607306124	0.167062749554569	0.0477378198353179	0.0739315145796968	Ndufb10
ENSMUSG00000085875.2	21.1031788382997	0.96413715732496	0.580176777425042	0.0477431685867556	0.0739354653526042	RP23-29H22.3
ENSMUSG00000050762.5	2.06634362508444	-1.4432875035592	1.606006862331	0.0477587059215629	0.0739551928623663	Prss27
ENSMUSG00000083287.4	55.6062208840179	0.654895843646132	0.353906764012044	0.0477770673951965	0.0739788235301643	RP23-105M20.1
ENSMUSG00000087266.2	2.13260107353223	1.28867950139972	1.66460243125615	0.0477795648394765	0.0739788235301643	AC125262.1
ENSMUSG00000024258.3	3328.56207977709	0.372780407105134	0.191428347707963	0.0477841178180842	0.0739815385540167	Polr2d
ENSMUSG00000028397.13	4562.87677691744	-0.436931846859978	0.227122359154506	0.0477922301634929	0.0739897637100544	Kdm4c
ENSMUSG00000035849.14	14.025801407799	1.08665359264466	0.694235694443903	0.0478047085747692	0.0740038766589289	Krt222
ENSMUSG00000112858.2	45.7031520365305	-1.16804753948326	0.801588512903484	0.047806946771152	0.0740038766589289	Rnf212b
ENSMUSG00000004637.15	908.171238104631	0.292764141826349	0.14943144863809	0.0478209087094945	0.0740196211402854	Wwox
ENSMUSG00000038437.11	10341.6214170334	0.505881716774725	0.264366700010916	0.0478227196181645	0.0740196211402854	Mllt6
ENSMUSG00000021319.7	148.117833535308	-0.949567252648982	0.572322308044903	0.0478686657856044	0.0740863971136848	Sfrp4
ENSMUSG00000106621.1	5.74019454184206	-1.38333599028309	1.19686298390078	0.0478806618128698	0.0741006236664741	RP23-175A22.1
ENSMUSG00000082931.1	3.83158153020636	-1.36423653025912	1.02086448905955	0.0478881054783313	0.0741078036819032	RP23-354G20.2
ENSMUSG00000060376.7	3199.77591215899	-0.359076612686718	0.183524051643367	0.0479149074064038	0.0741449384019811	Bckdha
ENSMUSG00000055067.15	1688.31669497446	-0.45590522887293	0.237846725106094	0.0479942730217263	0.0742634026081832	Smyd3
ENSMUSG00000038806.7	4667.36750251005	-0.219461444227763	0.111597414373686	0.0480015133810953	0.0742702572671081	Sde2
ENSMUSG00000020593.15	3510.67948958823	0.447065485247838	0.232066160988386	0.048055270097454	0.0743490792614845	Lpin1
ENSMUSG00000081325.1	9.34791181651322	-1.07183976969797	0.680709420185031	0.0480620461448548	0.0743552097804752	RP23-311O20.1
ENSMUSG00000024387.13	7449.52955444	0.256646216367294	0.13133771688532	0.048146159992295	0.0744809793429948	Csnk2b
ENSMUSG00000081675.1	20.3143906659667	-0.936419161452645	0.560630797158877	0.0481543515675386	0.0744892910837827	RP23-48A2.6
ENSMUSG00000108572.1	2.10415714414516	1.3525287974416	1.73685150100792	0.0481844380163461	0.0745314687420532	RP24-243C16.2
ENSMUSG00000067771.9	12.2660980731541	-1.21472135378165	0.859273403894145	0.0482266694598498	0.0745924261860851	RP23-11C16.8
ENSMUSG00000030366.10	3.41412469472454	0.538913535354564	1.2273938939374	0.0482361910568435	0.0746027869760171	Ceacam12
ENSMUSG00000082279.1	6.84111684592854	-1.23990178890102	0.867146570033424	0.0482450866881896	0.0746121784824899	RP23-392J14.3
ENSMUSG00000099528.1	21.5598273846056	-0.998613269086397	0.611612231584323	0.0482882534750436	0.0746745669486205	RP23-337F21.1
ENSMUSG00000005566.14	55702.3992654318	-0.378172632226535	0.19287256247764	0.0483073739402954	0.0746997642551309	Trim28
ENSMUSG00000034875.5	2475.41220280288	-0.419482716832994	0.218082209356542	0.048363418034135	0.0747820518628568	Nudt19
ENSMUSG00000036907.9	42.966817792761	0.896513955775959	0.52524325311679	0.0483763973010019	0.0747977446450723	C1ql2
ENSMUSG00000014351.12	3.96231727572618	-1.36813062731143	1.04945033632069	0.0483807218895075	0.0748000548396428	Gip
ENSMUSG00000094772.2	16.5927879648665	0.815429339495447	0.46165064001836	0.0483976223175198	0.0748218067734348	RP23-324B8.3
ENSMUSG00000108268.1	19.5780246293093	-0.858536950476626	0.494402468611353	0.0484082448314166	0.0748338511939074	RP23-158G17.1
ENSMUSG00000083019.2	9.28453014486649	-0.992539077694979	0.604750677079385	0.0484130979940596	0.0748369759410981	RP23-273N4.4
ENSMUSG00000075265.4	3.23822073726034	-1.52338922946325	1.51312505965082	0.0484248554923063	0.0748507724217803	Tnk2os
ENSMUSG00000107558.1	2.73627950460378	-1.54715370089333	1.3212301865425	0.0484669041119728	0.0749113858326766	RP23-110F19.1
ENSMUSG00000090379.1	3.14338366474116	0.572850388208387	1.25317725973562	0.0484939462935919	0.0749487992690071	RP23-455F6.3
ENSMUSG00000060508.16	9.44000445675984	-1.10340717733403	0.714936648563556	0.0485021267909513	0.0749570587546473	Nlrp9b
ENSMUSG00000027284.16	3268.57876189303	0.269403513363168	0.13778437260517	0.0485302834010785	0.0749961873247355	Cdan1
ENSMUSG00000085043.1	2.60851727848849	1.54866507832535	1.48425792745798	0.0485379836173655	0.0750037009154553	RP23-167G19.8
ENSMUSG00000110591.1	2.74512693776165	1.49439168673956	1.4504330717239	0.0485616122114048	0.0750358256394079	RP24-344F2.1
ENSMUSG00000039209.12	390.636534486541	-1.04811694018165	0.668694990424937	0.0485656108330334	0.0750376167846453	Rpl39l
ENSMUSG00000095762.1	57.1291868231894	0.577493415966518	0.307736314867011	0.0485732067919221	0.0750449655592006	RP24-94F12.1
ENSMUSG00000022853.7	361.093000934251	-0.831503716867032	0.47759746648363	0.0485992752404988	0.0750808515597253	Ehhadh
ENSMUSG00000105976.1	24.3901695829453	-0.700799214325257	0.384963175236162	0.048634375751467	0.0751306861509335	RP23-395B13.2
ENSMUSG00000090381.2	96.1804442920608	-0.598948099602649	0.321470338011968	0.0486608685462257	0.0751672184399758	RP24-289M23.1
ENSMUSG00000060467.4	70.593991316806	-0.592765797840707	0.317666069203908	0.0486734908421546	0.075182321730412	RP24-175C20.9
ENSMUSG00000031960.14	21935.9727337521	0.322177324703032	0.163499456243266	0.0487418017402796	0.0752834362706236	Aars
ENSMUSG00000014769.10	17314.4557939964	-0.293724443451631	0.150704463774306	0.0487921512879073	0.0753567986725222	Psmb1
ENSMUSG00000028217.11	3.94826504227808	1.43644677669208	1.286272590805	0.0488015113941284	0.0753668502578676	Cdh17
ENSMUSG00000024253.8	1522.97056285541	-0.285668797389037	0.146654667534567	0.0488532972608558	0.0754424172683128	Dync2li1
ENSMUSG00000106115.1	11.7626807316326	-0.897720989208262	0.52559639154372	0.0488676516820436	0.0754601747692747	RP23-50I16.3
ENSMUSG00000013495.15	1660.63339856274	-0.350417145507407	0.181179994618568	0.0489152700298357	0.0755292924965508	Tmem175
ENSMUSG00000082319.3	138.502835649445	0.355816565302879	0.183712367598254	0.0489230479709338	0.0755368888015815	RP23-460M19.1
ENSMUSG00000055373.8	3741.20509845581	-0.780161066480612	0.443562380466037	0.0489658417126007	0.0755985452438453	Fut9
ENSMUSG00000030785.8	4.05854590145501	1.33884502261848	1.03308177820872	0.0489954937812583	0.0756399061898185	Cox6a2
ENSMUSG00000036856.4	1714.07694332232	-0.85657516093715	0.497854828414779	0.0490085515040139	0.0756556452244042	Wnt4
ENSMUSG00000031021.13	2969.86753465327	0.529396156070243	0.279810159068678	0.0490470066999852	0.0757105868025998	Tmem9b
ENSMUSG00000050714.9	2695.32491727205	0.340976671002921	0.175910450988719	0.0490714566721505	0.0757439042973496	Zbtb26
ENSMUSG00000015341.17	10137.9625423521	0.207219594775832	0.105082546650827	0.0491459702815087	0.0758544887647138	Golga7
ENSMUSG00000106570.1	5.45251706940881	1.17572477489745	0.788664914143869	0.0491514806446479	0.0758585632772358	RP24-95O4.6
ENSMUSG00000106568.1	10.2286072363733	0.959475655046895	0.576203981139746	0.0492007840588576	0.0759302219296561	RP24-298F19.6
ENSMUSG00000072978.3	17.0167864240846	0.866279487251424	0.502864711282884	0.0492410817179723	0.075987974689685	RP23-421G18.2
ENSMUSG00000069268.4	17.8030352914532	-0.881718995166392	0.514881769940161	0.0492829974069385	0.0760482174747847	Hist1h2bf
ENSMUSG00000001785.13	5351.13885111872	-0.281183033262922	0.144719431723019	0.0493534012279092	0.0761524104776059	Pwp1
ENSMUSG00000027384.6	1374.68470106392	0.389203416651372	0.201883947380302	0.049358786709615	0.0761562737257704	Ndufaf5
ENSMUSG00000036636.9	4875.43254248756	0.270854102243677	0.139009275849271	0.0494228317578865	0.0762506377993851	Clcn7
ENSMUSG00000027843.13	15.2149830340004	0.961077432789239	0.580142465046443	0.0494418697605891	0.0762755570439631	Ptpn22
ENSMUSG00000102659.1	3.33363175703475	1.41307531198585	1.26152321311008	0.0494688885064955	0.0763127848088936	RP23-184I13.3
ENSMUSG00000080950.1	25.8171243102405	0.767363316629718	0.431655941663479	0.0494901843801425	0.0763411804000715	AC123613.3
ENSMUSG00000037784.14	1754.87861596172	-0.678592129518885	0.371606904319535	0.0495005046478835	0.0763526432224139	Dzip1l
ENSMUSG00000022548.14	40.840228880013	1.00579976081775	0.624847280080006	0.0495225694245092	0.076378359572334	Apod
ENSMUSG00000069678.10	1437.90783431112	0.312077874904442	0.160821280525155	0.0495229572509912	0.076378359572334	Pcgf1
ENSMUSG00000115212.1	2.12258006139181	-1.31901962832476	1.53284040864198	0.0495362167434025	0.0763943510666374	RP23-119H13.4
ENSMUSG00000106674.1	21.6787726663664	-0.898735942434256	0.530964771813612	0.0495638585815753	0.0764325197371354	RP23-256B18.1
ENSMUSG00000027932.14	2291.54494182804	-0.562503512910624	0.301037592214861	0.0495677592733242	0.0764340748229746	Slc27a3
ENSMUSG00000029254.16	2.49830132664373	-1.2906930546794	1.68792092854134	0.0495876057537908	0.0764602168887001	Stap1
ENSMUSG00000045934.15	459.861790441746	0.842196002453706	0.485638088521451	0.0496751887750559	0.0765907942682849	Mtmr11
ENSMUSG00000024271.7	13716.8415523091	0.24367826747403	0.124944934772992	0.0496897233156723	0.0766087344999283	Elp2
ENSMUSG00000034057.8	20.3356782621813	0.8760996711775	0.512358554473421	0.0497080468285931	0.0766325139154841	Myrfl
ENSMUSG00000019122.8	2.00707671092833	-1.34465112937513	1.49794529390408	0.0497479159466428	0.0766850311900331	Ccl9
