	mESC_DMSO_rep1	mESC_DMSO_rep2	mESC_DMSO_rep3	2_NPC_DMSO	4_NPC_DMSO	5_NPC_DMSO
ENSMUSG00000002668.7	876	950	728	121	189	189
ENSMUSG00000002679.14	3977	2876	3407	2294	2453	1988
ENSMUSG00000002688.8	527	370	533	529	462	285
ENSMUSG00000002699.13	0	1	0	28	25	22
ENSMUSG00000002718.14	28017	21564	20344	14535	13283	10255
ENSMUSG00000002728.14	11394	7894	8982	3346	3448	2375
ENSMUSG00000002731.6	2940	2068	2549	4999	4379	4230
ENSMUSG00000002732.14	679	368	655	507	529	230
ENSMUSG00000002733.8	4884	3240	3991	1796	1943	1676
ENSMUSG00000002741.9	7798	5603	6732	15007	12142	11746
ENSMUSG00000002748.7	13823	11123	10834	20874	21796	20189
ENSMUSG00000002763.16	4594	3555	4794	3385	3915	3156
ENSMUSG00000002767.13	7485	6757	5683	2585	2616	1935
ENSMUSG00000002768.7	10245	6438	9063	5273	4527	4583
ENSMUSG00000002769.8	344	475	253	56	62	62
ENSMUSG00000002771.12	204	197	193	291	250	206
ENSMUSG00000002778.14	13872	9620	13442	7273	8982	5401
ENSMUSG00000002781.19	2560	2363	1865	1025	1023	793
ENSMUSG00000002791.16	24	18	34	13	16	14
ENSMUSG00000002797.9	2273	1815	1312	386	332	226
ENSMUSG00000002799.6	11510	6470	11163	3977	3599	3634
ENSMUSG00000002803.14	1947	1188	1694	2062	1490	1642
ENSMUSG00000002804.4	4710	2725	4125	923	925	739
ENSMUSG00000002808.7	830	632	815	747	657	327
ENSMUSG00000002812.4	7148	4705	6761	7688	8782	6490
ENSMUSG00000002814.15	2050	1657	1576	1843	1938	1195
ENSMUSG00000002820.6	4094	3719	2664	3062	2953	3257
ENSMUSG00000002825.8	3174	2692	2461	1972	2053	1677
ENSMUSG00000002831.13	68	50	45	3	10	6
ENSMUSG00000002833.11	11055	8000	9393	9644	9997	8286
ENSMUSG00000002835.8	8009	6664	6137	2863	4140	2025
ENSMUSG00000002844.9	15083	10496	12088	8729	8313	7468
ENSMUSG00000002845.14	11445	11251	9109	2516	3788	1715
ENSMUSG00000002846.9	5253	3670	4341	1999	2220	2204
ENSMUSG00000002847.7	407	323	232	70	95	22
ENSMUSG00000002870.8	26355	22244	18507	8490	10700	6164
ENSMUSG00000002871.14	3068	2302	3537	2119	2782	2012
ENSMUSG00000002881.14	1589	1234	1965	1501	1304	857
ENSMUSG00000002885.14	2311	3048	1222	1093	1089	440
ENSMUSG00000002897.5	1160	1070	1080	2243	2247	1193
ENSMUSG00000002900.16	41803	25298	42778	12075	57566	3525
ENSMUSG00000002908.17	739	652	621	1034	1972	2223
ENSMUSG00000002910.11	1570	1474	1023	1320	1925	1566
ENSMUSG00000002930.6	0	0	0	82	129	142
ENSMUSG00000002944.15	23	12	13	9	35	2
ENSMUSG00000002948.19	4202	3155	3448	5031	5814	4508
ENSMUSG00000002949.15	7670	6454	6649	4369	5730	3116
ENSMUSG00000002957.11	16874	12426	14175	16132	15554	13748
ENSMUSG00000002963.17	2443	2252	1892	2111	2137	1675
ENSMUSG00000002968.9	9200	7078	7568	8884	9767	8821
ENSMUSG00000002980.14	53152	23152	59139	320	1079	539
ENSMUSG00000002981.10	13084	10583	12813	12259	13517	9976
ENSMUSG00000002983.17	1685	1537	1326	381	429	248
ENSMUSG00000002984.17	11808	10595	8835	4980	5261	3952
ENSMUSG00000002985.16	172518	181597	115083	3889	8488	1375
ENSMUSG00000002992.17	0	0	0	0	0	0
ENSMUSG00000002996.17	9096	7211	7675	5547	6480	4973
ENSMUSG00000002997.15	1765	1472	1112	16242	10389	13045
ENSMUSG00000003031.14	7211	4509	7206	8828	8059	7721
ENSMUSG00000003032.8	5042	6482	2692	509	1727	115
ENSMUSG00000003033.15	3791	3285	2765	12694	12926	10750
ENSMUSG00000003037.16	5934	4571	4903	6351	7560	5592
ENSMUSG00000003038.15	18052	11811	17212	24823	24887	20677
ENSMUSG00000003039.9	7214	5603	5761	13456	12421	11251
ENSMUSG00000003051.13	4227	4522	2887	676	1102	275
ENSMUSG00000003053.17	9	10	7	5	0	0
ENSMUSG00000003062.13	7524	6409	6564	4098	3405	3306
ENSMUSG00000003068.16	10775	7984	9640	6419	7059	6066
ENSMUSG00000003070.6	1120	867	1064	2018	2131	2234
ENSMUSG00000003072.15	18349	15910	14829	8190	8781	7633
ENSMUSG00000003099.11	12708	9251	10027	7403	6587	6057
ENSMUSG00000003119.14	3998	3352	3140	5813	5097	4132
ENSMUSG00000003123.15	579	489	315	1111	931	1091
ENSMUSG00000003131.7	9532	6103	8661	35586	29421	33495
ENSMUSG00000003134.10	4990	2400	4355	1042	1200	992
ENSMUSG00000003135.15	5561	4225	4442	3204	3139	2282
ENSMUSG00000003153.10	406779	261846	519043	10608	20361	5199
ENSMUSG00000003154.15	1978	1163	2085	2546	2334	1784
ENSMUSG00000003161.15	3880	2407	3947	2815	4390	1746
ENSMUSG00000003166.20	8080	7027	7454	11560	11033	10359
ENSMUSG00000003184.15	5364	3880	4519	3199	3938	2885
ENSMUSG00000003190.12	2730	1935	2399	794	1304	660
ENSMUSG00000003198.10	490	444	422	1153	1055	1045
ENSMUSG00000003199.16	8334	6198	7030	8538	7944	8900
ENSMUSG00000003200.9	10252	6827	8722	5653	5998	4515
ENSMUSG00000003206.6	83	120	64	102	78	113
ENSMUSG00000003208.8	930	622	723	898	919	817
ENSMUSG00000003226.7	21768	16910	18149	17713	17196	13415
ENSMUSG00000003227.4	10	8	2	3	9	3
ENSMUSG00000003228.8	182	212	128	1035	986	1104
ENSMUSG00000003233.12	5935	3621	5914	13078	14176	14933
ENSMUSG00000003234.16	3947	2781	3279	5163	4839	4327
ENSMUSG00000003235.13	15088	12347	11097	8298	7715	7110
ENSMUSG00000003269.17	6306	4358	5470	12910	12050	13580
ENSMUSG00000003271.17	279	346	179	135	77	68
ENSMUSG00000003273.14	580	374	869	1079	1026	1000
ENSMUSG00000003279.16	58	65	51	1590	788	1299
ENSMUSG00000003282.9	1291	1019	1288	818	848	563
ENSMUSG00000003283.14	412	212	313	119	43	5
ENSMUSG00000003299.10	5305	4973	3741	2807	2992	2426
ENSMUSG00000003308.15	3769	2661	3352	4197	4174	3843
ENSMUSG00000003309.14	11184	6907	9619	157	744	70
ENSMUSG00000003316.14	17976	14723	17682	25131	27667	18261
ENSMUSG00000003341.9	793	574	440	66	171	106
ENSMUSG00000003344.14	10201	7071	8481	6086	5505	5810
ENSMUSG00000003345.16	11262	8508	10491	9087	9461	8257
ENSMUSG00000003346.14	5845	4589	4999	3803	3497	3669
ENSMUSG00000003348.10	2370	1514	2263	3080	3486	3231
ENSMUSG00000003352.14	5411	3075	5414	13795	13861	15908
ENSMUSG00000003354.6	40	26	20	83	54	84
ENSMUSG00000003355.7	3189	2806	2475	423	535	96
ENSMUSG00000003360.15	12215	9630	10359	8385	8910	7315
ENSMUSG00000003363.15	10817	8399	9569	5765	7274	3998
ENSMUSG00000003378.9	4966	2461	5873	12025	10776	10732
ENSMUSG00000003379.7	284	327	124	15	30	12
ENSMUSG00000003380.11	15028	12155	14259	3280	2954	2991
ENSMUSG00000003382.18	2779	1930	2209	2440	2648	1900
ENSMUSG00000003402.14	27157	20394	25732	11539	16091	9212
ENSMUSG00000003410.8	1180	1681	643	39036	29564	40153
ENSMUSG00000003411.10	953	777	1051	1947	1212	1484
ENSMUSG00000003418.11	119	134	86	84	46	58
ENSMUSG00000003420.8	504	582	299	207	196	56
ENSMUSG00000003421.13	4126	3124	3430	3077	2856	2329
ENSMUSG00000003423.15	3984	3697	3130	3986	3813	3447
ENSMUSG00000003429.11	131146	109088	85834	35112	33731	26620
ENSMUSG00000003435.9	16765	13559	13964	15169	16910	13446
ENSMUSG00000003436.11	510	621	718	2398	3484	3753
ENSMUSG00000003437.14	6270	4259	5338	5373	5345	4871
ENSMUSG00000003438.17	9057	8007	7901	4558	4984	4122
ENSMUSG00000003444.8	1544	1137	1219	1275	1175	1054
ENSMUSG00000003452.15	686	649	789	4933	3566	3901
ENSMUSG00000003458.12	10990	7160	12529	12760	14310	10167
ENSMUSG00000003464.13	9692	6708	8975	12522	11138	11266
ENSMUSG00000003469.9	610	344	583	88	69	60
ENSMUSG00000003476.16	59	44	26	35	15	14
ENSMUSG00000003477.5	0	0	0	0	1	0
ENSMUSG00000003484.4	2	2	0	0	6	2
ENSMUSG00000003500.13	4110	3266	3210	4481	4329	3580
ENSMUSG00000003505.15	6	6	5	36	285	35
ENSMUSG00000003518.13	2017	1307	2048	1327	1914	997
ENSMUSG00000003526.12	1504	1622	990	251	305	167
ENSMUSG00000003527.9	3266	2638	2628	3923	3652	3290
ENSMUSG00000003528.15	10728	9585	8171	6233	6320	5897
ENSMUSG00000003531.15	3598	2823	2700	4407	3599	4235
ENSMUSG00000003534.17	21405	10947	28460	17457	22762	21598
ENSMUSG00000003541.6	2696	2446	2799	230	512	177
ENSMUSG00000003545.3	117	87	225	44	41	17
ENSMUSG00000003546.9	1865	1600	1690	3825	3669	3678
ENSMUSG00000003549.9	2172	1618	1965	1735	2059	1729
ENSMUSG00000003555.7	3	5	9	35	968	91
ENSMUSG00000003559.7	724	654	286	152	470	74
ENSMUSG00000003573.15	4767	3800	3734	5682	7234	6007
ENSMUSG00000003575.13	1007	799	740	8151	6712	5676
ENSMUSG00000003581.14	2303	1506	2374	3252	3338	2515
ENSMUSG00000003585.13	494	582	289	357	407	226
ENSMUSG00000003604.14	1238	1079	877	525	585	501
ENSMUSG00000003617.16	34	5	15	29	65	13
ENSMUSG00000003623.4	4737	3624	3828	2320	2698	1567
ENSMUSG00000003644.17	13984	11411	10682	2413	3418	1584
ENSMUSG00000003657.9	38	41	23	480	280	84
ENSMUSG00000003660.10	22213	17256	17667	22109	20834	17251
ENSMUSG00000003662.10	4788	3498	3823	3646	3558	3488
ENSMUSG00000003665.7	3	2	3	0	0	0
ENSMUSG00000003680.15	3324	2594	2731	2230	2639	1729
ENSMUSG00000003721.14	2817	2025	2576	2329	2259	2119
ENSMUSG00000003731.13	10645	8237	9268	9619	8652	7281
ENSMUSG00000003746.16	1375	1303	1164	1419	1922	695
ENSMUSG00000003752.9	2005	1286	1796	1555	1472	1417
ENSMUSG00000003762.13	1420	1205	1385	1701	1791	1655
ENSMUSG00000003778.14	15471	11943	13734	14837	15502	11298
ENSMUSG00000003779.15	22225	13783	18402	4784	6287	3055
ENSMUSG00000003808.18	6860	6074	5252	7625	8686	5828
ENSMUSG00000003809.14	12317	7631	7908	2527	3283	1784
ENSMUSG00000003810.12	8679	6399	7141	9343	9097	7624
ENSMUSG00000003812.13	3527	3702	2494	593	1228	253
ENSMUSG00000003813.15	6720	5579	5729	3889	4801	2845
ENSMUSG00000003814.8	103405	96444	82384	45967	78355	32177
ENSMUSG00000003824.12	5405	5586	3611	1034	1155	366
ENSMUSG00000003847.16	5441	4491	5619	13679	17000	8600
ENSMUSG00000003848.14	7121	5800	5220	4570	4850	3124
ENSMUSG00000003849.8	1867	1541	1112	998	469	77
ENSMUSG00000003863.18	754	889	581	6572	5196	5590
ENSMUSG00000003865.16	3817	3478	3300	2747	3664	2732
ENSMUSG00000003868.14	27385	22015	17993	7354	7540	6096
ENSMUSG00000003872.9	115	107	81	173	166	146
ENSMUSG00000003873.11	13478	10346	11122	4568	5193	3557
ENSMUSG00000003882.5	1	1	7	0	0	0
ENSMUSG00000003923.14	8070	6636	5703	4252	4121	3543
ENSMUSG00000003929.10	2546	2029	1815	6569	4682	4760
ENSMUSG00000003934.5	979	667	1076	10419	7972	8248
ENSMUSG00000003948.17	3357	1775	4230	8183	6063	6940
ENSMUSG00000003949.16	19	14	12	209	157	102
ENSMUSG00000003955.8	6234	9222	4036	1839	2365	1409
ENSMUSG00000003970.9	166209	127460	126408	41008	40942	29932
ENSMUSG00000003974.6	0	0	0	817	315	245
ENSMUSG00000003992.15	384	245	514	6418	4837	4515
ENSMUSG00000004018.9	2042	2113	1323	1083	914	491
ENSMUSG00000004031.13	43	102	32	3072	1331	1485
ENSMUSG00000004032.10	1779	900	1565	822	839	427
ENSMUSG00000004035.12	241	180	207	3967	3124	3239
ENSMUSG00000004038.9	3643	2227	1390	29	35	4
ENSMUSG00000004040.16	3889	3604	3540	8909	7152	5080
ENSMUSG00000004043.14	632	403	698	163	211	70
ENSMUSG00000004044.9	14846	4926	15488	904	777	526
ENSMUSG00000004054.8	3232	2061	3084	1789	2497	1762
ENSMUSG00000004056.15	4915	4060	4093	5541	5830	4322
ENSMUSG00000004069.17	8007	6423	5648	3444	3544	2893
ENSMUSG00000004070.15	3224	2315	2852	3378	3262	2790
ENSMUSG00000004071.13	6123	3740	5912	7821	7980	7163
ENSMUSG00000004085.14	5229	1972	5386	1575	2185	1471
ENSMUSG00000004096.9	7445	5229	5703	5663	5466	5358
ENSMUSG00000004098.7	977	1026	742	223	203	54
ENSMUSG00000004099.16	24065	21809	18029	19513	19819	15102
ENSMUSG00000004100.12	11214	10662	7835	3365	4022	2097
ENSMUSG00000004105.8	1412	389	1326	776	955	669
ENSMUSG00000004110.16	6	3	8	1259	640	560
ENSMUSG00000004113.18	776	589	950	11396	8472	8595
ENSMUSG00000004127.12	2712	2242	2041	1020	1091	787
ENSMUSG00000004151.17	576	671	820	2460	1888	1647
ENSMUSG00000004187.11	1287	1074	1228	5111	4240	4339
ENSMUSG00000004207.14	79442	62651	71208	46868	62739	36431
ENSMUSG00000004221.16	3542	2284	3244	3961	3881	3228
ENSMUSG00000004231.15	16	9	24	9292	7087	10631
ENSMUSG00000004233.14	567	512	586	687	774	533
ENSMUSG00000004263.15	709	431	672	1448	1253	1248
ENSMUSG00000004264.17	24975	21307	20099	10811	11901	9219
ENSMUSG00000004266.15	1472	1571	1231	292	541	115
ENSMUSG00000004267.16	1451	864	1642	4502	3231	2891
ENSMUSG00000004268.11	11113	9582	7999	4776	4999	3783
ENSMUSG00000004270.13	7211	6216	6093	2646	4522	1585
ENSMUSG00000004285.12	9849	8569	7354	5725	4917	4727
ENSMUSG00000004296.14	0	1	0	0	0	0
ENSMUSG00000004317.14	7607	4786	8859	9226	10431	5217
ENSMUSG00000004319.15	14558	12215	14993	14042	13842	9254
ENSMUSG00000004328.15	1603	1046	1784	762	746	210
ENSMUSG00000004341.8	177	273	115	12	13	2
ENSMUSG00000004344.12	0	0	0	0	0	0
ENSMUSG00000004347.16	67	34	73	1157	569	503
ENSMUSG00000004356.8	9219	7042	8182	4494	4924	2298
ENSMUSG00000004359.16	51	57	18	195	68	8
ENSMUSG00000004360.9	21	3	9	11334	7510	8671
ENSMUSG00000004364.14	13473	10503	10750	20518	17160	15759
ENSMUSG00000004366.4	0	0	0	6076	3135	4669
ENSMUSG00000004371.14	215	91	316	39	32	12
ENSMUSG00000004383.18	4040	2311	4836	6769	6972	5250
ENSMUSG00000004393.10	8494	6009	6677	5076	4576	3016
ENSMUSG00000004394.12	12165	6817	12630	7688	8031	6862
ENSMUSG00000004415.15	440	276	492	4561	3725	1230
ENSMUSG00000004446.12	4219	2981	3144	1173	1253	1184
ENSMUSG00000004451.14	8713	6014	7876	2657	3993	2364
ENSMUSG00000004455.16	18669	17265	13946	13030	12572	12087
ENSMUSG00000004460.17	10501	7167	9305	5630	7093	4627
ENSMUSG00000004462.7	2320	1594	1924	1483	1628	1344
ENSMUSG00000004473.10	195	134	189	126	111	125
ENSMUSG00000004500.9	378	223	405	2183	1602	1731
ENSMUSG00000004508.6	471	343	549	2676	3111	3482
ENSMUSG00000004530.12	18975	13941	16328	23243	22706	23446
ENSMUSG00000004535.12	18583	11973	15539	12808	12084	10203
ENSMUSG00000004540.7	159	53	237	5	24	6
ENSMUSG00000004542.15	81	117	91	23	487	48
ENSMUSG00000004552.16	0	0	0	0	0	0
ENSMUSG00000004558.15	2228	1841	1664	2213	979	503
ENSMUSG00000004561.14	2821	2203	2554	3211	3127	2617
ENSMUSG00000004562.16	1903	744	2371	8117	6308	4892
ENSMUSG00000004565.15	6390	5944	6097	4588	6762	3197
ENSMUSG00000004567.16	6793	5882	6712	5458	7019	3891
ENSMUSG00000004568.12	10235	6253	11325	5440	5971	4185
ENSMUSG00000004591.16	15595	13516	14263	6222	8318	5143
ENSMUSG00000004609.11	0	0	3	4	1	0
ENSMUSG00000004610.4	647	638	406	261	252	218
ENSMUSG00000004612.9	5	3	0	0	0	0
ENSMUSG00000004626.14	10364	6644	10220	2312	4960	2085
ENSMUSG00000004630.18	6	2	1	7	3	4
ENSMUSG00000004631.15	5145	2756	5309	2795	3749	2419
ENSMUSG00000004633.17	601	305	737	1072	993	1144
ENSMUSG00000004637.15	1101	824	784	926	1046	818
ENSMUSG00000004642.13	9016	6959	6462	4693	5442	4098
ENSMUSG00000004651.6	0	0	0	2	0	1
ENSMUSG00000004654.6	3	0	3	0	2	0
ENSMUSG00000004655.5	85	24	130	82	110	27
ENSMUSG00000004661.15	8621	4521	9421	1606	2428	2033
ENSMUSG00000004665.10	36538	12802	35743	3024	5891	1558
ENSMUSG00000004667.18	21456	19563	14244	4276	4330	3241
ENSMUSG00000004668.14	4	8	5	42	24	4
ENSMUSG00000004677.17	7537	5030	7284	8932	10934	6105
ENSMUSG00000004698.10	162	168	107	1000	667	691
ENSMUSG00000004707.14	6	1	6	2	1	0
ENSMUSG00000004709.14	0	0	1	22	74	4
ENSMUSG00000004730.14	14	13	41	0	1	1
ENSMUSG00000004748.5	846	848	634	325	286	165
ENSMUSG00000004768.14	3643	2309	2443	3044	2546	2274
ENSMUSG00000004771.12	8895	5329	7923	10179	9109	8448
ENSMUSG00000004788.11	4632	3688	3979	3930	3696	3285
ENSMUSG00000004789.10	17160	12131	14643	13732	13709	11953
ENSMUSG00000004791.7	489	284	495	219	348	88
ENSMUSG00000004798.14	1581	839	1756	15208	11449	13608
ENSMUSG00000004814.10	0	1	0	0	0	0
ENSMUSG00000004815.12	2916	2212	2427	4997	5020	4300
ENSMUSG00000004821.1	0	0	0	0	0	0
ENSMUSG00000004837.2	18	3	18	4	11	3
ENSMUSG00000004842.18	0	0	0	1	0	1
ENSMUSG00000004843.7	4644	2730	4983	11747	6423	8350
ENSMUSG00000004846.10	9835	5976	10303	4676	9975	3802
ENSMUSG00000004849.14	6851	5344	5893	6993	6635	6840
ENSMUSG00000004864.12	7729	6903	5522	134	397	87
ENSMUSG00000004865.15	17376	14152	14132	12480	13631	10856
ENSMUSG00000004872.15	48	24	37	2915	4220	4219
ENSMUSG00000004880.11	56062	45722	54143	9845	11620	5678
ENSMUSG00000004885.5	1189	908	961	1633	3172	5910
ENSMUSG00000004891.16	6606	2627	8278	12079	18706	18082
ENSMUSG00000004892.13	279	372	216	2469	1000	413
ENSMUSG00000004894.10	4	4	1	43	32	27
ENSMUSG00000004895.9	6897	4742	6018	5630	4924	4972
ENSMUSG00000004896.16	3760	2772	3012	2586	3027	2437
ENSMUSG00000004897.16	58084	41060	48582	16138	18923	14263
ENSMUSG00000004902.7	17	17	18	502	428	347
ENSMUSG00000004929.12	10677	9676	7635	3702	3836	2712
ENSMUSG00000004931.11	2905	2482	2264	1216	1533	905
ENSMUSG00000004933.17	353	308	270	934	1006	870
ENSMUSG00000004934.14	4258	3648	3358	4262	4141	4156
ENSMUSG00000004936.8	13780	11703	9838	4266	5218	3285
ENSMUSG00000004937.6	12799	9511	10061	14016	12469	12489
ENSMUSG00000004939.7	4	4	4	10	20	18
ENSMUSG00000004945.15	3422	2582	3172	3393	2881	3086
ENSMUSG00000004947.15	3641	3002	3360	1759	1800	1614
ENSMUSG00000004948.12	159	254	60	156	51	13
ENSMUSG00000004951.10	16282	14119	11055	697	1721	666
ENSMUSG00000004952.13	985	930	537	927	701	695
ENSMUSG00000004961.7	473	467	568	1697	1337	1274
ENSMUSG00000004980.16	133743	104528	107314	129224	134164	120060
ENSMUSG00000004988.9	3	5	2	0	0	0
ENSMUSG00000004994.12	1332	1109	1029	1006	1324	847
ENSMUSG00000004996.9	5183	3856	3947	1944	2626	1535
ENSMUSG00000005034.15	5351	3592	4723	20924	12317	12749
ENSMUSG00000005043.13	804	563	845	498	863	312
ENSMUSG00000005045.16	1382	1061	1123	8920	3824	3560
ENSMUSG00000005054.7	8529	6551	7125	1429	2084	1102
ENSMUSG00000005057.13	460	407	288	2870	2850	3667
ENSMUSG00000005069.12	6749	5941	5565	8774	8890	6881
ENSMUSG00000005078.16	5038	4270	4490	5166	5199	5012
ENSMUSG00000005087.17	1126	442	1045	876	1204	200
ENSMUSG00000005089.15	16	13	27	31287	17297	18010
ENSMUSG00000005102.13	3327	2622	2757	2569	2775	2132
ENSMUSG00000005103.12	12735	8073	11357	10187	12386	6879
ENSMUSG00000005107.13	19	10	12	19	15	9
ENSMUSG00000005124.10	607	233	679	877	654	387
ENSMUSG00000005125.13	2127	3498	2169	1217	2497	741
ENSMUSG00000005131.4	440	188	411	10	17	3
ENSMUSG00000005142.10	10858	8162	8385	3149	6663	1729
ENSMUSG00000005148.8	7338	7722	4900	880	1318	207
ENSMUSG00000005150.16	1697	1289	1357	2430	2955	1869
ENSMUSG00000005161.15	30123	25141	26114	59883	57512	56380
ENSMUSG00000005198.15	14131	12755	11167	25097	23634	19465
ENSMUSG00000005202.2	1	1	0	1	0	0
ENSMUSG00000005204.12	20857	19619	14405	14125	12368	8873
ENSMUSG00000005220.10	160	51	291	46	64	4
ENSMUSG00000005225.15	2826	2179	2371	4690	4112	4050
ENSMUSG00000005232.11	0	1	2	11	16	7
ENSMUSG00000005233.16	7985	4608	5555	1408	2433	1322
ENSMUSG00000005237.14	339	250	257	298	226	163
ENSMUSG00000005251.15	4504	1905	4762	292	887	204
ENSMUSG00000005262.13	4148	3025	3353	6563	5670	5211
ENSMUSG00000005267.13	235	160	224	1685	1258	1388
ENSMUSG00000005268.20	363	430	222	230	452	140
ENSMUSG00000005299.6	6064	4803	5202	5646	5259	4426
ENSMUSG00000005312.15	21387	15254	17010	15893	15726	13867
ENSMUSG00000005320.9	383	281	175	197	793	250
ENSMUSG00000005338.13	50	61	56	21999	14797	15328
ENSMUSG00000005339.10	0	0	0	0	0	0
ENSMUSG00000005354.16	10539	8062	8377	6352	5999	5505
ENSMUSG00000005355.9	27	8	9	10	7	0
ENSMUSG00000005357.9	258	135	265	126	125	131
ENSMUSG00000005360.14	4315	3101	4442	10662	8216	2312
ENSMUSG00000005362.14	3670	3021	2913	4226	3621	3189
ENSMUSG00000005364.11	0	0	0	1	0	1
ENSMUSG00000005370.3	43791	37093	26420	12072	10087	5280
ENSMUSG00000005371.14	8337	5297	7167	22715	18368	19780
ENSMUSG00000005373.13	768	553	379	201	248	220
ENSMUSG00000005374.13	7185	6719	5201	2909	3305	2060
ENSMUSG00000005378.17	4794	3967	3444	2353	2602	2010
ENSMUSG00000005397.8	12052	12400	9300	9860	25465	4483
ENSMUSG00000005410.6	22155	21312	15526	9203	11007	4044
ENSMUSG00000005413.8	6088	5840	5103	3398	5744	1351
ENSMUSG00000005417.17	18953	11391	18020	33033	27758	24605
ENSMUSG00000005442.13	13484	11151	11245	21469	18943	17975
ENSMUSG00000005447.12	5382	4467	4326	14330	11398	13211
ENSMUSG00000005465.9	66	84	44	2	5	1
ENSMUSG00000005469.10	5352	4029	4827	11534	12442	10119
ENSMUSG00000005470.8	2928	2611	1810	929	1349	675
ENSMUSG00000005474.9	1	7	9	0	3	2
ENSMUSG00000005481.18	15971	14323	11858	7618	9669	5115
ENSMUSG00000005483.10	5523	4154	4360	4517	5197	3784
ENSMUSG00000005493.15	178	184	73	21	24	9
ENSMUSG00000005501.14	1973	1242	1891	3893	3675	2340
ENSMUSG00000005503.8	21	12	20	23	211	153
ENSMUSG00000005505.12	2042	1423	1810	4757	3797	4032
ENSMUSG00000005506.16	24499	18126	20472	26075	23343	21550
ENSMUSG00000005510.9	7165	5323	5422	6308	5930	5147
ENSMUSG00000005514.14	7679	7564	7293	8819	8821	7428
ENSMUSG00000005533.10	17223	6622	22464	17680	15283	15329
ENSMUSG00000005534.10	5604	3702	7059	13084	13316	10151
ENSMUSG00000005540.10	1	0	1	2	0	0
ENSMUSG00000005547.14	0	0	2	1	0	0
ENSMUSG00000005553.14	334	271	179	61	70	48
ENSMUSG00000005566.14	78741	73603	55510	49265	48679	37150
ENSMUSG00000005575.16	11097	7378	9693	9265	9385	9284
ENSMUSG00000005580.11	201	180	197	855	608	532
ENSMUSG00000005583.16	5	5	2	1154	222	83
ENSMUSG00000005609.16	10087	5675	11543	11160	9544	9277
ENSMUSG00000005610.17	106395	77680	88939	219690	179800	189981
ENSMUSG00000005611.15	8	3	6	200	111	26
ENSMUSG00000005615.15	2187	1560	1833	6246	5169	5374
ENSMUSG00000005621.11	3239	2067	2861	4984	4962	4071
ENSMUSG00000005625.15	17406	12987	13605	11959	11968	9946
ENSMUSG00000005628.12	43	37	58	53	76	80
ENSMUSG00000005640.11	58	22	71	10	24	10
ENSMUSG00000005649.17	1	2	2	11	22	9
ENSMUSG00000005656.9	8757	5473	7701	6418	7024	5587
ENSMUSG00000005667.8	7111	6125	4032	3597	3452	1980
ENSMUSG00000005672.12	6644	8212	3505	6095	10218	4610
ENSMUSG00000005674.9	3243	2779	2644	2863	2606	2164
ENSMUSG00000005677.14	13	12	9	9	4	8
ENSMUSG00000005681.12	706	1623	326	164	113	28
ENSMUSG00000005682.9	7468	6045	6357	5436	7035	5132
ENSMUSG00000005683.8	30729	23766	24048	23907	23623	21938
ENSMUSG00000005686.17	472	337	202	144	77	37
ENSMUSG00000005687.14	15703	12930	10076	7422	6930	6241
ENSMUSG00000005696.11	1	0	0	2	4	6
ENSMUSG00000005698.15	13623	11219	11485	14218	13861	11194
ENSMUSG00000005699.16	944	842	883	1592	1678	1409
ENSMUSG00000005705.10	38	67	28	18	67	22
ENSMUSG00000005716.16	0	0	2	8	3	2
ENSMUSG00000005718.8	1854	1801	1448	1018	1109	864
ENSMUSG00000005732.14	14050	10637	10712	4456	5324	3973
ENSMUSG00000005763.15	13	1	10	15	6	11
ENSMUSG00000005774.12	2593	1844	2243	2637	2406	1730
ENSMUSG00000005779.12	22447	16745	16957	14799	13627	12918
ENSMUSG00000005800.3	0	0	0	0	0	0
ENSMUSG00000005802.12	2305	2320	2223	4567	4015	2781
ENSMUSG00000005803.14	91	51	93	29	11	3
ENSMUSG00000005804.14	3316	2187	2750	4276	3528	3803
ENSMUSG00000005813.12	8414	6867	6517	5912	6049	4933
ENSMUSG00000005823.8	3708	3083	3312	1755	2289	1511
ENSMUSG00000005824.6	0	0	0	0	0	0
ENSMUSG00000005836.9	144	91	86	316	1083	103
ENSMUSG00000005846.12	28820	23060	21040	11197	11169	8149
ENSMUSG00000005864.7	8	3	9	10	12	10
ENSMUSG00000005871.14	13973	11547	11292	45338	31175	32620
ENSMUSG00000005873.5	13234	6720	14800	15329	12169	10908
ENSMUSG00000005881.13	12722	10413	12195	9858	10167	7825
ENSMUSG00000005882.18	5181	3711	4316	3802	3573	3191
ENSMUSG00000005883.15	70	21	125	25	18	19
ENSMUSG00000005886.14	4273	2544	4364	12651	9854	9189
ENSMUSG00000005891.7	38	30	17	155	1497	223
ENSMUSG00000005892.4	8455	20877	9518	594	818	89
ENSMUSG00000005893.14	5179	3890	4240	15797	10867	10826
ENSMUSG00000005897.14	1428	751	1685	1948	1946	2013
ENSMUSG00000005899.14	8752	6868	7239	5924	6167	3905
ENSMUSG00000005907.14	1958	1540	1359	2770	2480	1962
ENSMUSG00000005917.15	43	34	50	6	13	3
ENSMUSG00000005936.18	10687	7771	8665	11443	10781	9722
ENSMUSG00000005947.11	172	174	78	35	18	7
ENSMUSG00000005949.9	1756	1397	1730	2501	3340	1960
ENSMUSG00000005950.14	123	98	40	29	24	4
